2570, 169.060
2580, 176.171
2590, 161.057
2600, 171.555
2610, 175.706
2620, 172.055
2630, 174.120
2640, 170.377
2650, 173.532
2660, 169.967
2670, 167.347
2680, 171.220
2690, 173.023
2700, 168.487
2710, 171.726
2720, 184.142
2730, 182.656
2740, 171.239
2750, 171.323
2760, 179.519
2770, 166.239
2780, 178.548
2790, 168.921
2800, 176.585
2810, 183.440
2820, 176.293
2830, 180.698
2840, 177.539
2850, 172.222
2860, 173.049
2870, 172.333
2880, 175.619
2890, 176.320
2900, 180.898
2910, 174.188
2920, 178.973
2930, 176.856
2940, 166.256
2950, 179.153
2960, 176.718
2970, 182.685
2980, 169.007
2990, 174.252
3000, 171.386
3010, 171.071
3020, 162.342
3030, 170.576
3040, 167.378
3050, 183.300
3060, 179.985
3070, 176.223
3080, 169.617
3090, 180.989
3100, 180.604
3110, 170.620
3120, 172.349
3130, 174.973
3140, 176.495
3150, 189.215
3160, 181.223
3170, 165.356
3180, 166.779
3190, 178.728
3200, 179.003
3210, 170.596
3220, 167.777
3230, 183.653
3240, 164.887
3250, 175.508
3260, 172.119
3270, 171.094
3280, 172.774
3290, 167.378
3300, 158.659
3310, 174.351
3320, 177.329
3330, 163.852
3340, 185.818
3350, 157.309
3360, 173.314
3370, 182.131
3380, 165.121
3390, 180.581
3400, 186.207
3410, 176.275
3420, 173.782
3430, 171.809
3440, 181.039
3450, 165.482
3460, 181.205
3470, 179.508
3480, 169.607
3490, 201.312
3500, 167.138
3510, 168.299
3520, 175.654
3530, 162.930
3540, 173.762
3550, 168.512
3560, 179.417
3570, 170.079
3580, 169.148
3590, 172.608
3600, 173.583
3610, 166.526
3620, 177.424
3630, 171.224
3640, 196.335
3650, 163.219
3660, 170.525
3670, 179.568
3680, 172.870
3690, 167.045
3700, 186.092
3710, 164.952
3720, 182.313
3730, 167.630
3740, 187.491
3750, 171.386
3760, 190.622
3770, 171.106
3780, 184.485
3790, 186.956
3800, 179.313
3810, 176.694
3820, 196.319
3830, 174.533
3840, 167.036
3850, 176.522
3860, 157.620
3870, 160.989
3880, 160.383
3890, 177.787
3900, 170.259
3910, 186.301
3920, 175.134
3930, 188.696
3940, 160.168
3950, 185.815
3960, 160.508
3970, 156.331
3980, 157.762
3990, 171.644
4000, 169.945
4010, 175.662
4020, 174.938
4030, 178.860
4040, 174.869
4050, 184.891
4060, 172.189
4070, 179.037
4080, 178.388
4090, 173.803
4100, 170.196
4110, 185.429
4120, 179.663
4130, 178.015
4140, 177.306
4150, 180.638
4160, 177.999
4170, 174.089
4180, 185.480
4190, 180.290
4200, 178.804
4210, 176.252
4220, 171.118
4230, 173.720
4240, 160.966
4250, 176.442
4260, 165.266
4270, 164.108
4280, 174.673
4290, 189.432
4300, 172.174
4310, 173.900
4320, 175.196
4330, 174.440
4340, 182.195
4350, 179.519
4360, 173.273
4370, 189.596
4380, 177.148
4390, 161.535
4400, 165.947
4410, 170.490
4420, 188.874
4430, 160.993
4440, 171.607
4450, 176.568
4460, 180.892
4470, 167.589
4480, 176.966
4490, 174.353
4500, 188.985
4510, 182.340
4520, 156.637
4530, 164.047
4540, 178.333
4550, 190.128
4560, 162.833
4570, 167.604
4580, 198.578
4590, 180.714
4600, 182.877
4610, 193.264
4620, 184.481
4630, 197.357
4640, 183.331
4650, 169.229
4660, 190.867
4670, 164.909
4680, 171.163
4690, 184.873
4700, 158.657
4710, 159.600
4720, 177.581
4730, 183.307
4740, 176.253
4750, 174.902
4760, 178.094
4770, 172.330
4780, 195.247
4790, 185.193
4800, 179.949
4810, 177.342
4820, 174.605
4830, 189.673
4840, 182.979
4850, 150.558
4860, 168.039
4870, 167.698
4880, 173.650
4890, 172.396
4900, 169.070
4910, 158.033
4920, 166.122
4930, 177.932
4940, 183.597
4950, 175.805
4960, 174.098
4970, 184.047
4980, 182.089
4990, 186.236
5000, 181.884
