10, 9.533
20, 18.204
30, 26.105
40, 33.406
50, 40.119
60, 46.254
70, 52.011
80, 57.431
90, 62.226
100, 67.007
110, 71.464
120, 75.230
130, 78.600
140, 82.778
150, 86.234
160, 89.268
170, 91.910
180, 95.296
190, 97.775
200, 99.527
210, 103.065
220, 105.234
230, 105.616
240, 109.136
250, 110.731
260, 111.719
270, 114.793
280, 116.365
290, 118.164
300, 119.827
310, 120.088
320, 122.195
330, 124.180
340, 126.080
350, 126.786
360, 129.159
370, 129.678
380, 128.461
390, 129.193
400, 134.601
410, 131.421
420, 133.071
430, 134.527
440, 137.277
450, 140.019
460, 137.212
470, 137.981
480, 136.760
490, 140.530
500, 139.169
510, 140.783
520, 143.474
530, 143.339
540, 143.075
550, 146.568
560, 145.548
570, 140.066
580, 144.208
590, 146.483
600, 144.791
610, 150.085
620, 142.741
630, 145.132
640, 146.984
650, 143.637
660, 143.728
670, 145.061
680, 150.493
690, 148.278
700, 147.058
710, 147.647
720, 152.613
730, 147.711
740, 151.975
750, 145.352
760, 150.957
770, 150.111
780, 149.829
790, 151.816
800, 157.787
810, 150.539
820, 152.829
830, 157.723
840, 152.554
850, 149.938
860, 153.381
870, 147.784
880, 149.597
890, 156.128
900, 151.301
910, 153.214
920, 155.437
930, 154.452
940, 150.485
950, 156.090
960, 151.804
970, 149.024
980, 153.258
990, 162.231
1000, 157.028
1010, 164.320
1020, 155.996
1030, 154.999
1040, 155.487
1050, 158.390
1060, 156.398
1070, 155.323
1080, 152.217
1090, 155.119
1100, 156.869
1110, 153.926
1120, 159.470
1130, 153.317
1140, 156.733
1150, 156.727
1160, 160.307
1170, 153.939
1180, 157.666
1190, 158.601
1200, 159.354
1210, 164.121
1220, 159.153
1230, 154.498
1240, 159.815
1250, 162.978
1260, 154.365
1270, 160.030
1280, 162.851
1290, 154.017
1300, 159.255
1310, 157.188
1320, 152.190
1330, 155.205
1340, 160.633
1350, 166.932
1360, 165.055
1370, 160.640
1380, 161.210
1390, 167.534
1400, 162.433
1410, 159.077
1420, 161.462
1430, 162.669
1440, 157.268
1450, 166.219
1460, 159.855
1470, 163.064
1480, 166.087
1490, 154.751
1500, 155.492
1510, 156.618
1520, 165.441
1530, 164.191
1540, 156.266
1550, 162.845
1560, 162.607
1570, 169.163
1580, 163.064
1590, 158.869
1600, 166.171
1610, 162.950
1620, 154.479
1630, 165.668
1640, 167.520
1650, 159.463
1660, 168.035
1670, 157.100
1680, 160.217
1690, 157.929
1700, 165.264
1710, 162.172
1720, 165.417
1730, 163.259
1740, 161.639
1750, 166.394
1760, 156.285
1770, 169.581
1780, 169.240
1790, 160.769
1800, 159.419
1810, 176.759
1820, 164.223
1830, 151.188
1840, 175.116
1850, 166.675
1860, 165.760
1870, 167.739
1880, 164.658
1890, 172.344
1900, 155.929
1910, 170.009
1920, 164.429
1930, 165.424
1940, 154.308
1950, 164.125
1960, 170.615
1970, 169.436
1980, 171.025
1990, 162.235
2000, 169.069
2010, 160.642
2020, 168.544
2030, 159.507
2040, 169.943
2050, 168.305
2060, 171.124
2070, 172.997
2080, 158.366
2090, 162.860
2100, 169.101
2110, 167.757
2120, 169.166
2130, 161.534
2140, 172.716
2150, 186.836
2160, 169.976
2170, 165.294
2180, 160.319
2190, 171.476
2200, 163.639
2210, 172.238
2220, 162.083
2230, 179.468
2240, 172.525
2250, 168.383
2260, 165.012
2270, 170.122
2280, 169.751
2290, 169.661
2300, 172.659
2310, 171.767
2320, 168.061
2330, 176.473
2340, 165.816
2350, 169.965
2360, 159.444
2370, 169.054
2380, 176.064
2390, 171.631
2400, 173.634
2410, 176.047
2420, 181.124
2430, 176.414
2440, 168.874
2450, 164.017
2460, 171.463
2470, 181.320
2480, 169.719
2490, 176.284
2500, 174.192
2510, 169.066
2520, 173.857
2530, 171.887
2540, 184.872
2550, 175.349
2560, 183.582
