-1.261, -0.970, 0.023
-1.168, -0.789, 0.542
-1.168, -0.789, 0.542
-1.001, -1.997, -0.056
-1.724, -1.718, -0.311
-1.362, -1.266, 0.207
-1.362, -1.266, 0.207
-1.342, -1.655, 1.043
-1.342, -1.655, 1.043
-1.180, -1.548, 0.145
-1.539, -0.331, 0.861
-1.539, -0.331, 0.861
-1.539, -0.331, 0.861
-1.539, -0.331, 0.861
-1.539, -0.331, 0.861
-1.539, -0.331, 0.861
-1.539, -0.331, 0.861
-1.539, -0.331, 0.861
-1.539, -0.331, 0.861
-0.306, -0.027, 1.712
-0.306, -0.027, 1.712
-0.306, -0.027, 1.712
-0.306, -0.027, 1.712
-0.563, 1.219, 1.624
-0.563, 1.219, 1.624
-0.563, 1.219, 1.624
-0.563, 1.219, 1.624
-0.563, 1.219, 1.624
-0.563, 1.219, 1.624
-0.563, 1.219, 1.624
-0.563, 1.219, 1.624
-0.563, 1.219, 1.624
-1.365, 1.490, 0.983
-0.374, 1.881, 1.196
-0.374, 1.881, 1.196
-0.374, 1.881, 1.196
-0.714, 1.200, 0.693
-0.714, 1.200, 0.693
-0.226, 0.325, 0.869
-0.226, 0.325, 0.869
-0.226, 0.325, 0.869
0.447, 0.278, 0.699
0.447, 0.278, 0.699
0.447, 0.278, 0.699
0.447, 0.278, 0.699
0.858, 0.372, -0.140
-0.307, -0.223, -0.425
0.897, -0.119, 0.378
0.874, -1.084, -0.512
0.874, -1.084, -0.512
0.874, -1.084, -0.512
0.874, -1.084, -0.512
0.026, 0.091, -0.567
0.195, 0.308, 0.224
0.195, 0.308, 0.224
0.493, 0.435, -0.501
0.493, 0.435, -0.501
0.493, 0.435, -0.501
0.493, 0.435, -0.501
0.493, 0.435, -0.501
0.919, -0.326, 0.246
0.494, -0.315, 0.656
0.494, -0.315, 0.656
0.494, -0.315, 0.656
0.494, -0.315, 0.656
0.494, -0.315, 0.656
0.599, 0.048, 0.426
0.599, 0.048, 0.426
0.599, 0.048, 0.426
0.599, 0.048, 0.426
-0.478, 1.015, -0.682
-0.378, 0.474, -0.270
-0.378, 0.474, -0.270
0.809, -0.279, 0.197
0.548, -0.488, 0.017
-0.682, 0.699, 0.249
-1.342, -0.231, 1.094
-1.342, -0.231, 1.094
-1.342, -0.231, 1.094
-0.897, 0.260, 0.732
-0.221, 1.030, 1.050
0.701, 0.157, 1.018
0.701, 0.157, 1.018
0.701, 0.157, 1.018
0.701, 0.157, 1.018
0.008, 0.444, 0.031
0.008, 0.444, 0.031
0.008, 0.444, 0.031
0.008, 0.444, 0.031
0.008, 0.444, 0.031
0.008, 0.444, 0.031
0.008, 0.444, 0.031
0.008, 0.444, 0.031
-0.215, 1.462, 0.451
-0.215, 1.462, 0.451
-0.872, 0.633, 1.375
-0.872, 0.633, 1.375
-0.389, 1.074, 1.545
-0.389, 1.074, 1.545
-0.389, 1.074, 1.545
-0.389, 1.074, 1.545
-0.389, 1.074, 1.545
-0.389, 1.074, 1.545
-0.389, 1.074, 1.545
0.257, 0.600, 1.143
0.257, 0.600, 1.143
0.257, 0.600, 1.143
0.212, 0.421, 1.710
0.212, 0.421, 1.710
0.212, 0.421, 1.710
0.212, 0.421, 1.710
0.860, 0.716, 0.927
-0.258, -0.047, 0.809
-0.258, -0.047, 0.809
-0.258, -0.047, 0.809
-0.258, -0.047, 0.809
-0.258, -0.047, 0.809
-0.258, -0.047, 0.809
-0.353, -0.878, 0.643
-0.353, -0.878, 0.643
-0.553, -0.737, -0.038
-0.553, -0.737, -0.038
0.412, -0.738, 0.590
0.412, -0.738, 0.590
0.412, -0.738, 0.590
0.412, -0.738, 0.590
-0.655, -0.867, 0.574
-0.655, -0.867, 0.574
-0.655, -0.867, 0.574
-0.655, -0.867, 0.574
-0.655, -0.867, 0.574
-0.202, -0.544, 1.102
-0.202, -0.544, 1.102
-0.202, -0.544, 1.102
-0.202, -0.544, 1.102
0.706, -0.253, 0.572
-0.090, 0.966, -0.365
-0.090, 0.966, -0.365
0.002, 0.218, -0.290
0.002, 0.218, -0.290
0.002, 0.218, -0.290
0.002, 0.218, -0.290
0.002, 0.218, -0.290
0.002, 0.218, -0.290
0.002, 0.218, -0.290
0.002, 0.218, -0.290
0.002, 0.218, -0.290
-0.339, 0.047, 0.680
-0.339, 0.047, 0.680
-0.589, -0.175, 0.215
-0.589, -0.175, 0.215
-0.217, 0.065, 0.709
-0.217, 0.065, 0.709
-0.217, 0.065, 0.709
-0.217, 0.065, 0.709
-0.217, 0.065, 0.709
-0.217, 0.065, 0.709
0.344, 0.024, -0.351
0.344, 0.024, -0.351
0.094, -0.578, 0.135
0.094, -0.578, 0.135
1.298, -0.134, -0.183
1.090, -0.683, 0.613
1.090, -0.683, 0.613
1.090, -0.683, 0.613
1.090, -0.683, 0.613
1.090, -0.683, 0.613
1.583, -0.386, 0.192
1.583, -0.386, 0.192
0.554, -1.211, -0.660
0.554, -1.211, -0.660
0.554, -1.211, -0.660
1.059, -0.819, -0.995
1.059, -0.819, -0.995
1.059, -0.819, -0.995
1.337, -0.420, -1.328
0.114, 0.008, -1.217
0.114, 0.008, -1.217
-0.934, -1.001, -0.205
-0.934, -1.001, -0.205
-0.934, -1.001, -0.205
-0.934, -1.001, -0.205
-0.934, -1.001, -0.205
-1.300, -0.062, -0.415
-1.300, -0.062, -0.415
-0.299, 0.557, 0.507
-0.299, 0.557, 0.507
-0.299, 0.557, 0.507
0.602, 0.430, 0.867
0.602, 0.430, 0.867
0.178, 0.305, 1.156
0.178, 0.305, 1.156
-0.032, 0.049, 0.477
-0.032, 0.049, 0.477
-0.553, -0.284, -0.169
-0.553, -0.284, -0.169
-0.553, -0.284, -0.169
0.381, -0.190, -0.111
0.381, -0.190, -0.111
0.381, -0.190, -0.111
0.248, -0.610, -0.498
0.399, 0.016, -1.595
0.399, 0.016, -1.595
0.320, 0.980, -0.761
-0.129, 0.413, -0.363
-0.129, 0.413, -0.363
0.052, -0.438, 0.451
0.052, -0.438, 0.451
0.052, -0.438, 0.451
0.052, -0.438, 0.451
-0.120, -0.568, -0.095
-0.274, -0.484, 0.376
-0.274, -0.484, 0.376
-0.274, -0.484, 0.376
-0.261, 0.119, -0.170
-0.261, 0.119, -0.170
-0.261, 0.119, -0.170
-0.261, 0.119, -0.170
0.866, 0.231, 0.617
0.866, 0.231, 0.617
0.866, 0.231, 0.617
0.465, -0.901, 0.233
0.465, -0.901, 0.233
0.465, -0.901, 0.233
0.465, -0.901, 0.233
-0.100, -0.154, -0.919
-0.100, -0.154, -0.919
-0.100, -0.154, -0.919
-0.100, -0.154, -0.919
0.784, 0.537, -0.238
0.784, 0.537, -0.238
0.837, 1.284, -0.152
0.635, 0.439, -0.909
-0.448, -0.656, -0.599
0.658, -0.561, -0.622
-0.402, -1.106, -0.255
-0.402, -1.106, -0.255
-0.402, -1.106, -0.255
-0.402, -1.106, -0.255
-0.402, -1.106, -0.255
-0.402, -1.106, -0.255
-0.402, -1.106, -0.255
-0.402, -1.106, -0.255
-0.119, -0.198, 0.338
0.258, 0.646, 0.482
0.058, -0.577, 0.409
0.058, -0.577, 0.409
-0.998, -0.560, -0.733
-0.274, -1.088, 0.205
0.146, -0.831, 0.691
0.180, -0.299, -0.217
-0.861, 0.575, 1.030
-0.814, 0.788, 0.668
-1.355, 0.112, -0.061
-1.355, 0.112, -0.061
-1.355, 0.112, -0.061
-0.231, -0.678, 0.243
-0.231, -0.678, 0.243
-0.231, -0.678, 0.243
-0.965, -0.555, 0.862
-0.965, -0.555, 0.862
-0.965, -0.555, 0.862
-0.965, -0.555, 0.862
-0.965, -0.555, 0.862
-0.755, 0.318, 1.184
-0.230, -0.562, 1.016
-0.230, -0.562, 1.016
-0.230, -0.562, 1.016
-0.230, -0.562, 1.016
-0.230, -0.562, 1.016
-1.478, -0.243, 1.095
-1.477, 0.667, 0.906
-1.730, -0.537, -0.168
-1.730, -0.537, -0.168
-1.114, -0.179, -0.479
-1.114, -0.179, -0.479
-1.114, -0.179, -0.479
-1.076, -0.213, -0.130
-1.076, -0.213, -0.130
-1.076, -0.213, -0.130
0.162, 0.104, -1.366
0.756, -0.066, -1.152
0.756, -0.066, -1.152
0.756, -0.066, -1.152
1.252, -0.163, -1.233
1.252, -0.163, -1.233
0.131, -0.072, -0.396
0.131, -0.072, -0.396
0.873, -1.018, 0.112
0.873, -1.018, 0.112
0.873, -1.018, 0.112
0.873, -1.018, 0.112
0.873, -1.018, 0.112
0.007, -1.130, -1.000
0.007, -1.130, -1.000
-0.233, 0.107, -0.225
-0.065, -0.406, -0.736
-0.508, -1.285, -1.716
-1.727, -0.381, -0.625
-1.081, -0.647, -0.166
-0.402, -1.119, 0.492
-0.402, -1.119, 0.492
-0.402, -1.119, 0.492
-0.402, -1.119, 0.492
-1.620, -0.481, -0.172
-1.620, -0.481, -0.172
-0.910, -0.824, 0.144
-0.411, -0.425, 0.513
-0.411, -0.425, 0.513
-0.411, -0.425, 0.513
0.261, 0.139, 0.406
0.261, 0.139, 0.406
-0.342, 0.865, 0.194
0.743, 0.039, -0.288
0.182, -0.301, 0.325
-0.234, 0.292, 0.769
-0.234, 0.292, 0.769
0.813, -0.152, 0.847
0.813, -0.152, 0.847
1.115, 0.961, 0.838
1.199, -0.164, -0.148
1.199, -0.164, -0.148
0.583, 1.042, -0.305
0.583, 1.042, -0.305
0.583, 1.042, -0.305
0.941, 0.234, -0.591
0.941, 0.234, -0.591
0.941, 0.234, -0.591
0.941, 0.234, -0.591
-0.022, -0.246, 0.546
-0.022, -0.246, 0.546
-0.022, -0.246, 0.546
-0.022, -0.246, 0.546
-0.022, -0.246, 0.546
-0.022, -0.246, 0.546
-0.816, 0.343, -0.513
-0.117, -0.304, -1.222
0.446, 0.392, -1.256
0.446, 0.392, -1.256
-0.500, -0.580, -1.140
-0.583, 0.016, -1.235
-0.583, 0.016, -1.235
0.633, -1.045, -0.942
0.633, -1.045, -0.942
0.345, -1.008, -1.639
-0.850, -1.679, -0.454
-0.850, -1.679, -0.454
-0.850, -1.679, -0.454
0.253, -0.987, -0.866
0.253, -0.987, -0.866
0.253, -0.987, -0.866
0.253, -0.987, -0.866
1.352, -0.178, -0.497
1.200, -1.144, -0.172
1.200, -1.144, -0.172
1.200, -1.144, -0.172
1.200, -1.144, -0.172
1.200, -1.144, -0.172
1.200, -1.144, -0.172
1.200, -1.144, -0.172
0.228, -0.904, 0.925
0.228, -0.904, 0.925
0.228, -0.904, 0.925
0.228, -0.904, 0.925
0.242, -1.750, 0.486
0.683, -1.636, 0.285
1.281, -0.671, 0.382
1.281, -0.671, 0.382
1.281, -0.671, 0.382
0.572, 0.149, 1.254
-0.466, 0.499, 1.177
-0.466, 0.499, 1.177
-0.466, 0.499, 1.177
-0.498, 1.156, 0.106
-0.498, 1.156, 0.106
0.001, 0.490, 0.672
0.896, -0.400, 0.202
0.896, -0.400, 0.202
0.896, -0.400, 0.202
0.896, -0.400, 0.202
-0.063, 0.257, -0.927
-0.063, 0.257, -0.927
-0.063, 0.257, -0.927
-1.186, -0.669, -0.308
-1.186, -0.669, -0.308
-1.186, -0.669, -0.308
-1.431, -0.048, 0.632
-1.431, -0.048, 0.632
-1.431, -0.048, 0.632
-1.431, -0.048, 0.632
-0.736, -0.770, 0.305
-0.736, -0.770, 0.305
-0.736, -0.770, 0.305
-0.736, -0.770, 0.305
-0.736, -0.770, 0.305
-0.467, -0.850, 0.886
-0.467, -0.850, 0.886
0.728, 0.047, 0.321
1.014, 0.203, -0.257
1.014, 0.203, -0.257
1.014, 0.203, -0.257
-0.090, -0.125, -0.962
-0.090, -0.125, -0.962
-0.090, -0.125, -0.962
0.256, -0.758, 0.118
0.256, -0.758, 0.118
0.256, -0.758, 0.118
0.256, -0.758, 0.118
0.256, -0.758, 0.118
-0.567, -0.878, 0.338
-0.567, -0.878, 0.338
-0.567, -0.878, 0.338
-0.567, -0.878, 0.338
-0.446, -0.382, -0.180
-0.446, -0.382, -0.180
-0.446, -0.382, -0.180
-0.446, -0.382, -0.180
-0.446, -0.382, -0.180
-0.446, -0.382, -0.180
-0.078, -0.400, 0.701
-0.078, -0.400, 0.701
0.861, 0.514, -0.155
0.538, 0.396, 0.113
0.538, 0.396, 0.113
0.538, 0.396, 0.113
-0.571, 0.636, 0.498
-0.571, 0.636, 0.498
-0.571, 0.636, 0.498
-0.571, 0.636, 0.498
-0.177, -0.252, 0.657
0.921, 0.010, -0.402
0.921, 0.010, -0.402
0.921, 0.010, -0.402
0.921, 0.010, -0.402
-0.112, 0.449, 0.572
-0.112, 0.449, 0.572
0.533, 0.533, -0.527
0.533, 0.533, -0.527
0.533, 0.533, -0.527
0.533, 0.533, -0.527
-0.396, -0.582, -0.674
-0.396, -0.582, -0.674
0.822, -0.790, 0.209
-0.233, 0.276, 0.714
-0.233, 0.276, 0.714
-0.233, 0.276, 0.714
-0.233, 0.276, 0.714
-0.233, 0.276, 0.714
-0.700, 0.264, -0.304
-0.700, 0.264, -0.304
-0.700, 0.264, -0.304
-0.700, 0.264, -0.304
-0.700, 0.264, -0.304
-0.199, -0.219, -0.922
-0.199, -0.219, -0.922
-0.199, -0.219, -0.922
-0.003, -0.725, -0.215
-0.003, -0.725, -0.215
0.923, -0.435, 0.626
0.923, -0.435, 0.626
0.923, -0.435, 0.626
0.923, -0.435, 0.626
0.199, 0.099, 0.146
0.199, 0.099, 0.146
0.199, 0.099, 0.146
0.966, -0.625, 0.461
0.445, 0.553, 0.896
0.445, 0.553, 0.896
-0.451, -0.117, 1.025
-0.451, -0.117, 1.025
-0.266, -0.885, 0.733
-0.266, -0.885, 0.733
-0.289, 0.116, 0.413
-0.173, 0.764, 0.248
-0.173, 0.764, 0.248
-0.298, 1.053, 0.000
-0.298, 1.053, 0.000
-0.254, -0.058, -1.055
0.167, -0.207, -1.526
0.469, 1.006, -1.115
0.469, 1.006, -1.115
0.469, 1.006, -1.115
0.469, 1.006, -1.115
0.064, 0.646, -2.105
-0.643, -0.142, -1.543
-0.643, -0.142, -1.543
-0.643, -0.142, -1.543
-0.643, -0.142, -1.543
-0.643, -0.142, -1.543
0.233, -1.032, -0.622
0.233, -1.032, -0.622
1.000, -0.328, 0.282
1.000, -0.328, 0.282
-0.155, -0.408, -0.841
-0.155, -0.408, -0.841
-0.155, -0.408, -0.841
-0.155, -0.408, -0.841
-0.155, -0.408, -0.841
0.776, -0.198, -0.250
0.776, -0.198, -0.250
0.776, -0.198, -0.250
-0.436, 0.003, 0.157
-0.436, 0.003, 0.157
0.595, 0.876, -0.381
0.595, 0.876, -0.381
0.595, 0.876, -0.381
0.595, 0.876, -0.381
0.595, 0.876, -0.381
0.595, 0.876, -0.381
0.595, 0.876, -0.381
0.000, 1.001, -0.135
0.264, 0.782, 0.469
0.264, 0.782, 0.469
0.644, -0.043, -0.022
0.644, -0.043, -0.022
0.644, -0.043, -0.022
0.644, -0.043, -0.022
0.875, -0.243, -0.738
0.875, -0.243, -0.738
0.875, -0.243, -0.738
-0.201, 0.333, -0.936
-0.201, 0.333, -0.936
-1.116, 0.565, -0.712
-0.840, 0.093, 0.233
-0.279, -0.321, 1.301
0.651, -0.285, 0.853
-0.584, -0.157, 0.941
-0.584, -0.157, 0.941
-0.584, -0.157, 0.941
-0.584, -0.157, 0.941
-0.584, -0.157, 0.941
-0.584, -0.157, 0.941
0.477, -0.089, 1.239
0.477, -0.089, 1.239
-0.105, 0.496, 0.781
-0.105, 0.496, 0.781
-0.105, 0.496, 0.781
0.571, 0.800, 0.185
0.571, 0.800, 0.185
0.571, 0.800, 0.185
0.413, 0.632, -0.349
0.413, 0.632, -0.349
0.413, 0.632, -0.349
0.413, 0.632, -0.349
0.413, 0.632, -0.349
0.413, 0.632, -0.349
0.413, 0.632, -0.349
0.455, -0.062, -0.210
0.455, -0.062, -0.210
0.455, -0.062, -0.210
-0.207, 0.556, 0.249
-0.747, -0.125, -0.495
-0.747, -0.125, -0.495
-0.747, -0.125, -0.495
-0.779, 0.324, -0.552
0.467, -0.740, -0.002
1.119, 0.108, -0.042
0.795, -0.737, 0.129
0.795, -0.737, 0.129
0.795, -0.737, 0.129
0.795, -0.737, 0.129
0.795, -0.737, 0.129
0.795, -0.737, 0.129
0.147, -0.000, 0.953
0.147, -0.000, 0.953
-0.830, 0.052, 0.352
0.124, -1.069, -0.723
0.124, -1.069, -0.723
0.124, -1.069, -0.723
-0.257, -0.467, -1.517
-0.257, -0.467, -1.517
-1.127, 0.095, -0.337
-0.395, 0.630, -0.481
0.739, -0.399, -0.362
-0.188, -0.648, -0.400
1.031, -1.324, 0.335
1.031, -1.324, 0.335
1.031, -1.324, 0.335
1.031, -1.324, 0.335
0.491, -0.564, 0.143
0.491, -0.564, 0.143
0.491, -0.564, 0.143
-0.350, 0.562, -0.999
0.108, 0.672, -0.069
1.315, 0.231, -0.060
0.173, -0.835, -0.191
0.173, -0.835, -0.191
0.173, -0.835, -0.191
0.173, -0.835, -0.191
0.173, -0.835, -0.191
0.173, -0.835, -0.191
0.457, -1.217, -0.699
0.457, -1.217, -0.699
0.457, -1.217, -0.699
0.843, -1.269, 0.309
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.492, -0.315, 0.219
0.206, -0.895, 0.237
1.120, 0.064, 0.716
1.120, 0.064, 0.716
1.120, 0.064, 0.716
1.120, 0.064, 0.716
1.552, 0.397, -0.353
1.552, 0.397, -0.353
1.552, 0.397, -0.353
1.552, 0.397, -0.353
0.605, 0.536, -1.467
1.465, -0.250, -0.986
1.465, -0.250, -0.986
1.653, 0.806, -0.948
1.653, 0.806, -0.948
1.653, 0.806, -0.948
0.911, 1.759, -0.819
0.911, 1.759, -0.819
0.911, 1.759, -0.819
0.911, 1.759, -0.819
0.911, 1.759, -0.819
0.911, 1.759, -0.819
0.520, 1.029, 0.183
-0.035, 0.425, 0.180
0.516, 0.703, 0.981
0.516, 0.703, 0.981
0.649, -0.058, 0.153
-0.064, -0.565, -0.503
-0.108, 0.529, 0.182
-0.108, 0.529, 0.182
-1.045, 0.037, 0.021
-0.939, -0.737, 0.799
-0.939, -0.737, 0.799
-0.042, -0.531, 0.533
-0.042, -0.531, 0.533
-0.042, -0.531, 0.533
-0.042, -0.531, 0.533
-0.042, -0.531, 0.533
-0.042, -0.531, 0.533
-0.042, -0.531, 0.533
-0.042, -0.531, 0.533
-0.042, -0.531, 0.533
0.392, -0.649, 0.253
0.392, -0.649, 0.253
0.392, -0.649, 0.253
0.392, -0.649, 0.253
0.392, -0.649, 0.253
0.392, -0.649, 0.253
0.392, -0.649, 0.253
0.392, -0.649, 0.253
0.392, -0.649, 0.253
0.392, -0.649, 0.253
-0.126, -0.747, 0.154
-0.126, -0.747, 0.154
-0.494, 0.300, -0.416
-0.037, -0.335, -0.072
-0.037, -0.335, -0.072
-0.037, -0.335, -0.072
0.545, -0.124, -0.758
0.545, -0.124, -0.758
0.545, -0.124, -0.758
0.682, -0.276, -0.283
-0.494, 0.113, -0.159
-0.494, 0.113, -0.159
-0.494, 0.113, -0.159
-0.494, 0.113, -0.159
-0.209, 0.451, -0.401
-0.209, 0.451, -0.401
-0.209, 0.451, -0.401
-0.209, 0.451, -0.401
0.341, -0.114, 0.205
0.341, -0.114, 0.205
-0.420, 0.801, 0.171
0.727, 0.575, 1.186
0.727, 0.575, 1.186
0.551, 0.828, 0.872
0.829, 0.081, 0.878
0.829, 0.081, 0.878
0.829, 0.081, 0.878
0.829, 0.081, 0.878
0.392, -0.122, 0.371
1.175, -0.325, -0.248
1.094, 0.699, 0.154
1.094, 0.699, 0.154
1.094, 0.699, 0.154
0.469, 1.255, 0.294
0.469, 1.255, 0.294
-0.569, 0.097, 0.333
-0.569, 0.097, 0.333
-0.569, 0.097, 0.333
-0.569, 0.097, 0.333
-0.569, 0.097, 0.333
-0.569, 0.097, 0.333
0.014, 0.679, 0.163
0.014, 0.679, 0.163
0.014, 0.679, 0.163
0.014, 0.679, 0.163
0.014, 0.679, 0.163
0.500, 0.670, -0.040
0.500, 0.670, -0.040
0.136, 0.477, 1.067
0.136, 0.477, 1.067
0.136, 0.477, 1.067
0.136, 0.477, 1.067
0.440, 0.236, 0.289
0.440, 0.236, 0.289
0.440, 0.236, 0.289
-0.428, -0.362, 1.381
0.357, -0.680, 1.187
0.357, -0.680, 1.187
0.357, -0.680, 1.187
0.357, -0.680, 1.187
0.757, -0.973, 1.261
0.757, -0.973, 1.261
0.757, -0.973, 1.261
0.529, -0.283, 1.014
-0.341, 0.744, -0.019
-0.341, 0.744, -0.019
-0.341, 0.744, -0.019
-0.469, 1.337, 0.390
-0.469, 1.337, 0.390
-0.469, 1.337, 0.390
0.416, 0.522, 0.326
0.416, 0.522, 0.326
0.065, -0.357, -0.088
0.065, -0.357, -0.088
0.065, -0.357, -0.088
0.065, -0.357, -0.088
-0.638, -0.561, 0.441
0.275, 0.645, -0.333
0.670, 0.648, -0.482
0.670, 0.648, -0.482
0.670, 0.648, -0.482
0.670, 0.648, -0.482
0.670, 0.648, -0.482
-0.016, -0.418, 0.144
-0.016, -0.418, 0.144
-0.016, -0.418, 0.144
-0.016, -0.418, 0.144
-0.016, -0.418, 0.144
0.335, -1.164, 0.175
-0.369, -1.306, -0.346
-0.774, -0.852, 0.344
-0.774, -0.852, 0.344
-0.890, -0.657, -0.624
-0.430, -0.028, -0.183
-0.430, -0.028, -0.183
-0.430, -0.028, -0.183
-0.430, -0.028, -0.183
-0.430, -0.028, -0.183
-0.430, -0.028, -0.183
-0.430, -0.028, -0.183
-0.430, -0.028, -0.183
-0.430, -0.028, -0.183
-0.281, 1.053, -0.467
-0.281, 1.053, -0.467
-0.281, 1.053, -0.467
-0.281, 1.053, -0.467
-0.281, 1.053, -0.467
-0.613, 0.952, 0.624
-1.119, 0.210, 0.809
-1.478, -0.668, 0.308
-1.478, -0.668, 0.308
-1.478, -0.668, 0.308
-1.689, 0.240, -0.315
-1.689, 0.240, -0.315
-1.689, 0.240, -0.315
-1.641, -0.903, 0.147
-0.609, -0.976, -0.879
-0.609, -0.976, -0.879
-0.609, -0.976, -0.879
-0.197, -0.600, -0.787
0.155, -1.079, 0.279
0.155, -1.079, 0.279
0.155, -1.079, 0.279
-1.007, -0.196, 0.697
-1.007, -0.196, 0.697
-0.351, -0.727, 0.362
-0.563, -0.126, -0.540
-0.563, -0.126, -0.540
-0.867, 0.523, 0.623
-0.867, 0.523, 0.623
0.344, 0.041, 1.040
0.344, 0.041, 1.040
0.344, 0.041, 1.040
0.571, 1.119, 0.400
0.571, 1.119, 0.400
0.571, 1.119, 0.400
-0.365, 0.814, -0.483
-0.365, 0.814, -0.483
-0.365, 0.814, -0.483
-1.270, 0.391, 0.756
-0.845, 1.275, 0.598
-0.845, 1.275, 0.598
-0.424, 0.319, 0.517
-0.424, 0.319, 0.517
-0.319, -0.443, -0.068
-0.319, -0.443, -0.068
-0.319, -0.443, -0.068
-0.319, -0.443, -0.068
-0.319, -0.443, -0.068
-0.319, -0.443, -0.068
-0.319, -0.443, -0.068
-0.123, -0.204, 0.884
-0.724, 0.093, 0.272
-0.724, 0.093, 0.272
0.068, -0.352, -0.673
0.068, -0.352, -0.673
-0.739, -0.192, -0.572
0.472, -0.146, -0.005
0.472, -0.146, -0.005
0.932, -0.468, -0.453
1.083, 0.598, -0.085
1.522, -0.424, -0.758
1.522, -0.424, -0.758
1.098, 0.105, 0.234
1.098, 0.105, 0.234
0.580, 0.602, 0.960
1.140, -0.075, 0.357
1.140, -0.075, 0.357
1.140, -0.075, 0.357
1.140, -0.075, 0.357
1.140, -0.075, 0.357
1.140, -0.075, 0.357
1.148, -0.233, -0.072
1.148, -0.233, -0.072
0.743, -0.442, 0.560
0.743, -0.442, 0.560
0.743, -0.442, 0.560
0.743, -0.442, 0.560
0.460, 0.151, -0.144
-0.079, -0.149, 0.684
-0.079, -0.149, 0.684
-0.079, -0.149, 0.684
-0.079, -0.149, 0.684
-0.079, -0.149, 0.684
-0.079, -0.149, 0.684
-0.340, 0.458, -0.531
-0.818, 0.437, -0.426
-0.818, 0.437, -0.426
-0.818, 0.437, -0.426
-0.818, 0.437, -0.426
-0.714, 1.299, 0.103
-0.714, 1.299, 0.103
-1.340, 0.519, -0.117
-1.340, 0.519, -0.117
-0.485, -0.538, -0.229
-0.485, -0.538, -0.229
-1.145, 0.054, -0.902
-0.570, 0.158, 0.289
-0.570, 0.158, 0.289
-0.570, 0.158, 0.289
-0.021, 0.003, -0.631
-0.021, 0.003, -0.631
0.194, -0.472, -0.364
0.194, -0.472, -0.364
0.194, -0.472, -0.364
0.194, -0.472, -0.364
0.194, -0.472, -0.364
0.194, -0.472, -0.364
-0.964, -0.189, 0.548
-0.964, -0.189, 0.548
-0.964, -0.189, 0.548
-1.127, 0.668, 0.509
-1.127, 0.668, 0.509
-1.127, 0.668, 0.509
-1.127, 0.668, 0.509
-0.556, 1.242, 1.350
-0.157, 1.580, 0.191
-0.157, 1.580, 0.191
-0.157, 1.580, 0.191
0.885, 0.894, 0.375
-0.022, 0.838, -0.848
